Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
50421,64870,,,,,,
38925,48232,,,85444,119711,,
6956,46443,50231,61223,,,,
36140,61536,38281,68548,,,,
21732,69442,240467,275442,,,,
96,15447,130000,154611,,,,
60888,80465,,,,,,
16710,45802,,,,,,
160000,180702,,,,,,
50181,57436,99167,124467,,,,
17954,62283,,,,,,
82916,110752,,,,,,
3765,22612,61525,100828,79000,81037,,
100539,146270,,,,,,
53926,78752,62688,75229,,,,
44,20579,,,,,,
59126,86921,12123,49864,,,,
65554,83850,22568,52031,,,,
29730,72000,,,,,,
55363,66351,,,,,,
19143,44803,,,,,,
32000,34225,44362,45006,,,,
26000,35462,,,,,,
32008,57095,,,,,,
34144,65219,,,,,,
48810,96344,,,,,,
39404,87880,,,,,,
147287,164337,,,,,,
195032,225908,,,,,,
5917,10361,83189,87825,,,,
54000,67951,,,,,,
74854,84327,,,,,,
0,46041,0,35215,,,,
173112,190074,,,,,29560,61050
100561,142758,,,,,,
13361,27764,220975,255685,,,,
160784,195495,71247,88776,78777,103871,,
80164,90976,,,,,,
48864,56464,,,88000,133188,,
22311,36200,88204,137270,,,,
53373,73215,72033,97627,,,,
123400,143090,,,,,,
30439,68916,,,,,,
71800,76888,26000,61000,,,,
50003,56783,69464,97690,,,,
1214,29774,,,,,,
70334,94058,,,,,,
25670,54525,,,,,,
43000,76770,31000,63754,,,,
56894,92149,19467,29330,,,,
31024,50328,11253,20961,,,,
78699,105888,,,93424,127457,,
167000,211742,,,,,,
14229,55314,,,,,,
126840,147658,,,,,,
137427,173600,,,173,21093,,
189283,220930,62984,97734,,,,
72000,99649,,,,,,
20400,37185,25000,41816,,,,
56334,67922,,,,,,
161099,167122,,,,,,
7625,53617,31843,36293,,,,
126788,135974,,,,,,
2908,47370,84277,127427,,,,
195667,196388,110979,159126,,,,
59745,97355,,,,,,
1487,12767,,,,,,
35759,53002,,,,,,
53400,89299,,,,,,
100788,139369,86492,127950,,,,
57099,57621,,,,,,
16746,56926,,,,,,
85851,116551,72686,86992,,,,
87541,105644,,,72270,99623,,
43423,46417,,,,,,
151214,167835,104335,136817,75643,102221,,
14944,31776,,,,,,
88285,102340,970,37103,,,,
35805,74263,,,,,,
8245,51571,17000,63852,,,,
133,10567,,,,,,
103903,115891,203568,228428,,,,
31047,50098,39818,61808,,,,
51347,75377,,,,,,
30306,35081,15406,37489,,,,
42718,48400,59540,67614,,,,
42382,66944,85451,104631,,,,
40920,48768,,,,,,
56896,93940,3864,47086,15415,21570,,
18525,32995,,,153184,161897,,
44547,65841,90216,91685,,,94000,122932
150988,182184,,,,,,
98000,114397,122000,137165,,,,
48586,91543,,,,,,
36569,41971,,,,,,
23557,27151,,,,,,
147930,163261,,,,,,
31890,36568,,,,,,
52966,61933,,,,,,
18926,25748,73907,117227,,,,
76788,92089,537,40318,,,,
211892,259284,,,,,,
49289,80735,,,,,,
69601,85257,,,,,,
14066,52298,,,,,,
62322,105687,44639,79252,,,,
53118,95102,,,,,,
54552,70237,6375,35838,4849,42384,,
83501,85071,132661,162682,,,,
38209,43350,78975,107209,,,,
29467,56982,155094,175504,145915,174055,,
39666,78349,,,,,,
50850,89802,,,,,,
73956,79813,,,,,,
120430,134075,113353,120319,,,,
99788,112762,150263,170540,,,,
59382,82359,87575,106580,,,,
1,25283,,,,,,
60949,104733,52613,61737,,,,
12600,16161,96888,134479,,,,
71297,79149,93223,126868,,,,
247,14431,,,,,,
127019,150465,,,,,,
34520,48711,45366,55371,,,,
41915,89053,,,,,,
85517,131899,20,4156,,,,
7516,14581,130560,165757,,,,
97648,103222,133446,136483,,,,
0,21513,,,,,,
43537,91133,,,,,,
6930,49240,120180,146148,,,,
708,8754,972,39340,,,,
51000,58482,,,,,,
49210,92998,,,,,,
60724,78670,43572,58378,,,,
36420,78364,,,,,,
21469,46828,,,,,,
103461,146146,755,5964,49584,75224,,
42702,76089,21485,26049,,,,
83337,126658,,,,,,
55202,65268,28424,52844,,,,
13629,50677,52077,55429,,,,
51024,80468,,,,,,
45085,69250,,,,,,
32965,80028,8805,45714,,,,
51253,92662,,,,,,
27470,50451,,,,,,
51966,89022,10186,58779,,,,
80469,101695,,,,,,
28000,73348,,,,,,
96124,121444,17800,44038,,,,
2500,27844,58000,103000,,,,
114560,142722,,,,,,
81384,111873,58801,68831,,,,
73436,74879,126,2909,,,,
606,10307,,,,,,
82352,86747,,,,,,
86656,131948,,,,,,
1700,4618,15216,23783,,,,
65000,104226,163311,172897,,,,
76784,83449,102949,144033,,,,
55775,62628,,,,,,
23190,66766,,,,,,
50,31679,,,,,,
23419,32040,,,,,,
23446,59868,149075,188141,184639,203258,,
109584,130530,,,,,,
11693,28585,,,,,,
22481,32127,12395,59148,,,,
178883,194343,85712,96655,,,,
18000,49515,32000,32519,,,,
94085,142209,,,112853,148768,,
81048,100867,,,,,,
34325,75368,,,,,,
62911,111817,,,,,,
91792,94532,,,,,,
80972,109669,,,,,,
74721,104124,28550,71300,,,,
17465,23878,,,,,,
50480,88825,75877,117677,,,,
69222,99228,118761,152402,,,,
31147,64020,,,,,,
143617,144767,,,,,,
30923,51744,139195,174059,,,,
730,8340,,,,,,
62795,106686,,,,,,
936,3175,127685,128408,,,,
83937,99267,,,146844,174554,,
46113,69638,130939,150929,,,,
17900,58589,,,,,,
90109,96086,,,,,12313,48110
98010,113960,,,102417,145739,,
111121,137316,45000,49642,,,,
195680,239078,44250,75676,,,,
39074,55313,,,,,,
74997,79624,14589,47392,,,,
37787,62698,,,,,,
89761,111579,,,35612,37604,,
77403,85226,,,,,,
100110,107127,9164,44435,,,,
152,11471,12,1900,,,,
78565,123548,68798,99677,,,,
289730,335645,39423,49426,,,,
78719,91374,,,,,,
189323,238008,,,93948,119803,,
100011,131504,4793,49119,29967,75487,,
94614,106769,,,,,,
7611,36730,92221,124706,,,,
21467,40556,,,,,,
76560,116761,72118,78364,,,,
18290,56446,163437,211742,,,,
800,26054,,,,,,
99004,102874,,,,,,
46019,61718,,,,,,
1042,40613,71427,81704,,,,
62408,70010,29461,62512,,,,
165000,184411,83778,85542,,,,
31104,41170,,,105658,142451,,
51350,73008,,,,,,
237908,263355,15771,17710,,,,
41000,73245,38528,73219,,,,
85179,96811,66875,67920,,,,
93587,106371,,,,,,
91212,104479,21350,47836,,,,
117792,141791,40843,71396,,,,
207283,211215,,,,,,
90034,104260,,,,,,
88421,137250,,,,,,
57147,106368,,,,,,
84502,125036,,,,,,
166691,186960,,,,,,
263,39798,20458,69482,216,44576,,
200873,202466,20211,27817,,,,
65269,77013,,,,,,
78750,93163,39040,69843,,,,
104000,130359,,,,,,
37500,64574,9500,38275,,,,
102323,124689,90376,98190,,,,
72904,114520,,,,,,
36162,56694,,,,,,
118828,147408,,,,,,
237406,272133,15200,18278,,,,
41285,79071,64316,94627,,,,
60040,76218,94910,122805,,,,
60998,99993,26484,62750,,,,
59540,73484,,,,,,
40071,78039,,,,,,
132144,133856,,,,,,
54768,58139,,,,,,
21331,57733,57409,86374,,,,
97554,122169,40605,47482,,,,
35322,53783,27300,54219,,,,
138926,184976,,,,,,
113629,150262,,,,,,
12179,44383,,,,,,
99485,144364,,,,,,
18078,47596,,,,,,
43082,44970,,,56596,94640,,
111172,155957,,,,,,
2850,21600,,,,,,
32639,62323,,,,,,
154616,159964,,,,,,
134277,164102,56493,101439,,,,
15000,48319,55000,59934,,,,
107372,142716,96891,131370,,,,
17200,33790,,,,,,
6238,38957,12000,49276,,,,
61101,98950,9223,49753,,,,
131031,142169,6988,10237,,,,
120430,158941,,,,,,
917,9724,895,7129,,,,
423,6180,930,3236,,,,
64949,109007,91390,120157,,,,
108549,118831,42883,77522,,,,
225746,274888,,,,,,
105175,132371,134952,156797,,,,
5196,16060,100273,113121,,,,
102701,143189,,,,,,
94005,116503,,,,,,
30812,47941,,,,,,
0,2796,22419,71144,,,,
15000,27105,,,,,,
112836,154209,,,,,,
25448,51060,,,33217,42140,,
143398,182861,,,,,,
119282,154889,44785,90484,,,,
36713,62671,,,,,,
73262,114764,,,,,,
147,8047,,,,,,
58544,69809,87000,87493,,,,
74692,101084,,,,,,
68943,71667,,,,,,
86679,105800,48816,73345,,,,
87000,101474,176000,180619,,,,
50713,87787,,,,,,
37432,38736,57100,72799,,,,
177185,189429,,,,,,
123792,156852,,,,,,
139355,159889,,,,,,
62561,78013,88202,131295,,,,
64481,84748,,,,,,
22876,51464,24311,38176,,,,
27347,38472,,,,,,
77676,118013,51395,100391,,,,
22000,42396,,,,,,
55771,63798,,,,,,
37542,60409,72874,99278,,,,
44000,60509,127150,143012,95473,96899,,
57002,99266,,,,,,
20399,49115,,,,,,
29270,35700,,,,,,
45586,82441,,,60455,83264,,
38463,87066,20,46667,,,,
28247,35058,82319,87121,,,,
131016,170215,104652,134567,,,,
80000,124396,20000,61100,,,,
6186,31035,,,,,,
116894,127200,,,,,,
28949,66966,,,,,,
27500,30866,,,,,,
62098,109338,13219,48055,58141,99315,,
153000,191991,,,,,,
95427,134293,125595,174571,,,,
38187,60930,,,,,,
8334,46069,,,,,,
58844,60144,,,,,,
17000,34414,115561,150395,71790,86305,,
41000,68542,,,,,,
29130,42951,797,21638,,,54107,74912
60422,98672,,,,,,
40175,53270,,,,,,
7128,38332,7,45510,98776,99544,,
146346,167511,47553,59975,,,,
162009,176067,,,,,,
99282,130795,,,,,,
120828,128027,35376,44718,,,,
83066,96133,,,,,,
92415,123053,32852,43574,,,,
73628,110352,,,,,,
93257,122820,14111,29640,107247,150993,,
0,17308,0,21708,,,,
18848,48461,,,,,,
27131,39653,25084,64234,22494,47771,,
61506,76500,32000,62675,,,,
17600,29903,30000,35256,,,,
118577,138785,,,,,,
9950,39151,25405,71737,,,,
27539,61591,60198,99618,,,,
95000,107140,,,,,,
83000,111469,,,,,,
29640,67789,,,,,,
46849,83441,,,,,,
51000,69862,,,,,,
33000,36038,,,,,,
141286,142280,,,,,,
62451,98903,,,,,,
54684,83923,60666,96054,31102,53654,,
49584,89402,,,82765,125452,72469,102500
17328,57892,,,,,,
42464,53892,26094,35626,,,,
178886,210524,,,,,,
75000,80888,,,,,,
29024,30963,,,,,,
59132,94163,127063,171886,26508,31398,105626,119054
92688,120738,,,,,,
55000,68765,160000,193246,,,,
55560,95302,,,,,,
24146,61155,,,,,,
58328,106681,,,,,,
447,29032,,,,,,
42501,50631,,,,,,
123577,136769,,,,,,
79784,118579,67555,99250,128740,160760,,
100295,104715,,,,,,
33000,77965,300,6962,,,,
61878,100644,,,,,,
51000,76568,,,,,,
60000,77271,,,,,,
98585,130689,147822,163232,,,,
152691,162753,163110,181713,,,,
60559,62690,,,,,,
41241,47962,,,,,,
135000,161028,,,90000,137799,,
9268,24194,,,22975,31941,,
131419,162031,57150,79923,,,,
110961,126619,,,,,,
10,43691,,,,,,
49819,93084,,,73179,85654,,
535,6838,33643,39293,,,,
55000,88628,,,,,,
165545,176717,,,,,,
16503,49095,,,,,,
105528,118475,100529,126552,,,,
35432,84253,,,53159,70442,,
38000,54167,,,,,,
54075,94652,,,,,,
57632,74147,,,,,,
93339,140897,,,,,,
114063,131293,,,,,,
105950,136899,,,,,,
55747,76869,63207,87862,,,43890,87923
11132,55450,76924,109220,,,,
68238,96531,,,,,,
679,47128,,,,,,
50467,95764,,,,,,
22533,65988,,,,,,
93792,139874,169704,171213,,,,
125472,130894,,,,,,
97380,105290,154011,181906,,,,
35271,58152,33804,77785,,,,
20122,31188,73467,85991,,,,
138805,183710,,,,,,
7002,49883,11508,38844,,,,
55000,68951,,,70296,90775,,
40643,62997,,,,,,
38273,69274,,,,,,
54000,86995,,,,,,
67210,97408,,,,,,
44,41097,,,,,,
161024,199815,22515,23879,,,,
49777,88097,175733,219012,,,,
803,15862,,,,,,
97000,126454,,,,,,
12176,49189,9317,34668,,,,
190000,224656,,,,,,
131,43547,,,8429,14580,,
1211,7774,,,,,,
61832,63149,,,,,,
135968,160295,160298,179787,,,,
2872,22053,,,,,,
69426,76181,95035,143013,,,,
34636,65131,68754,87837,,,,
76000,94087,20000,28517,,,,
45136,72726,,,,,,
78000,117900,106000,110404,,,,
100738,133360,85663,133175,,,,
118110,129302,86474,114841,,,,
96199,129466,,,,,,
553,46869,60638,80146,70552,105433,,
127239,139021,,,,,,
118235,165450,70692,97528,127534,162281,,
80900,104618,129664,177880,,,,
9066,56380,37275,54585,103423,104606,,
51032,79407,,,,,,
68452,71843,146474,188552,,,,
23914,69244,,,78518,107516,,
132800,140243,75674,93815,,,,
258685,276155,97000,113823,,,,
66708,98047,,,,,,
78653,97931,41717,55143,,,,
5400,46770,6,17948,,,,
109712,156457,,,,,,
30397,69292,65219,87647,,,,
152695,164641,62527,62911,,,,
13063,61635,50754,58928,,,,
156983,156993,352,2536,,,,
12500,35861,4000,45618,,,,
71251,98371,,,,,,
3000,21369,35000,38054,,,,
99504,147166,,,,,,
31132,47596,72120,73102,,,,
91119,96632,28500,74233,,,,
6474,53684,85529,132058,,,,
92702,108405,3557,13815,,,,
13552,25220,,,,,,
5000,8489,152901,196918,,,,
99916,141923,,,,,,
18325,30250,20868,42875,,,,
280454,306109,90870,91378,,,,
38263,69014,48786,81941,,,,
44695,94554,86374,136144,,,,
118919,163589,10947,55124,,,,
63000,110017,,,78000,115764,,
13046,25685,107368,142928,,,,
93849,109762,,,,,,
35456,41630,,,,,,
53000,87018,,,,,,
63314,112691,90959,138480,,,,
55626,102906,,,,,,
48760,61448,,,,,,
132300,147568,47376,71949,884594,931105,,
99186,142351,,,,,,
64578,105583,,,,,,
15000,63800,38000,62918,,,,
33915,60271,124000,139518,,,,
75000,96337,,,,,,
252892,258454,,,,,,
192096,241710,72248,122245,,,,
33262,48128,,,,,,
31209,60166,,,,,,
1158,47837,,,87548,113845,,
6,5566,38032,73367,,,,
56121,58786,,,,,,
69805,116662,,,,,,
30898,76970,,,,,,
115167,156589,,,,,,
42449,77483,,,,,,
32811,63103,,,,,,
120176,126137,,,,,,
267026,278056,98407,138923,,,110217,145960
36899,40408,,,,,,
5000,5658,79277,89640,,,,
20600,69190,32600,37271,,,,
33000,49742,,,,,88000,117107
81892,82407,,,,,,
121635,153135,149503,181624,,,,
43325,60013,68118,78373,,,,
161926,203816,225688,262596,,,,
46106,76471,,,,,,
91059,93447,45919,47973,,,,
59939,74746,71718,91884,,,,
26327,26665,50248,86366,144542,171887,,
33258,72417,,,,,,
57787,70929,76542,116059,,,,
8522,44597,,,,,,
61922,93368,198981,223963,133137,154009,,
72562,73839,,,,,,
144733,193051,,,,,,
152102,165340,113337,146134,,,57253,74053
91000,126690,,,,,,
18349,47587,90479,129083,,,,
69071,76155,,,,,,
116735,132986,,,,,,
71652,97306,,,,,,
106602,139465,91274,108506,,,,
39112,47358,,,100304,115950,,
118933,164363,50215,59073,,,,
10000,27219,,,,,,
49264,88723,,,,,,
73458,87539,,,,,,
63877,65549,,,,,,
103724,116222,,,,,,
61500,89665,47500,65516,,,,
41321,48315,,,,,,
0,41104,,,,,,
9104,55141,,,,,,
75321,94950,30175,67109,,,,
21117,49774,65969,67081,,,,
84500,109543,,,35300,75780,,
185215,188920,,,184512,192549,,
152355,167351,162580,177620,,,,
44099,76771,,,,,,
1173,30427,24674,38144,,,,
50000,62880,47000,84147,,,,
62952,94940,,,,,,
14,28935,,,,,,
127169,162094,,,,,,
20343,46357,,,,,,
42004,85489,,,,,,
81344,104606,19192,67247,,,,
75000,109630,,,,,,
41183,55663,,,,,,
121138,151962,138798,148647,,,,
98713,99072,,,,,,
121234,152791,22488,64345,130000,146386,,
15400,21569,40981,90425,,,,
52375,58822,35992,45027,,,,
148000,177815,,,,,,
63570,108701,16917,41695,,,,
78723,106926,,,,,,
75339,84643,,,,,,
69848,70720,7803,28586,22746,25609,,
49593,58603,,,,,,
87519,92024,,,,,,
80077,109269,38054,87005,,,,
82642,121190,,,,,,
133083,177835,,,,,,
52108,73847,,,,,,
50322,53044,51660,55074,,,,
21819,41410,,,,,,
6318,47148,17055,63782,,,,
30187,42498,,,105010,154526,,
1681,14982,,,,,,
79457,119750,39291,67697,,,,
24655,36202,,,,,,
41470,43692,56660,58851,,,,
29620,36578,11478,50249,,,,
18685,54966,,,,,217715,230779
300,49054,58284,79688,87000,134018,,
116421,153739,216758,256659,,,,
67077,84801,,,,,,
28682,76574,,,,,,
616,25541,,,,,,
100040,110327,130000,153902,,,,
80084,115341,,,,,157907,177589
87235,100887,,,,,,
77683,108242,32063,69708,,,,
178800,186825,189758,237434,150036,197598,,
54044,85973,67866,95363,,,,
51457,80534,,,,,,
43697,64833,162934,190520,,,,
106332,118757,,,,,,
82205,87447,,,,,,
64146,67258,87841,115838,,,,
31659,49277,,,,,,
48273,51979,72430,90200,,,,
53000,82766,70000,97589,,,,
38688,56404,44474,57624,,,,
17605,34950,23425,58433,,,,
89589,109963,,,,,,
4357,4716,,,,,,
2000,4922,0,46664,,,,
105841,146323,,,,,,
21110,58864,37391,78524,,,,
55566,92554,116654,124192,,,,
20412,33299,41224,52374,,,,
112678,160426,,,11062,23516,,
111670,115582,199200,241320,,,,
53,14668,,,,,,
32594,47241,102000,150290,,,,
79791,102094,,,97370,143001,,
43142,65034,,,,,,
88082,137252,148199,174512,,,,
122148,137026,,,,,,
20359,60793,30578,73212,74159,109635,,
82428,120564,62948,90310,,,,
129914,168689,64026,86397,,,,
178393,197768,,,,,,
96780,103649,94911,143492,,,,
37952,52990,17653,20023,,,,
57000,106452,75820,84877,,,,
54665,72319,,,,,,
53503,55016,,,,,,
59421,70297,5751,48216,,,,
83138,114712,,,,,,
15025,20823,20368,29670,,,,
31800,67104,,,,,,
20780,25190,36675,39209,,,,
10,41085,,,,,,
148606,184305,,,,,,
166530,200660,,,,,,
587,41647,,,,,,
175085,181744,144624,177497,,,,
92841,114352,,,,,,
17117,56980,,,,,,
554,43667,,,,,,
7456,50090,11099,18714,,,,
117390,123634,,,,,,
0,33785,,,,,,
38733,67010,66133,79401,,,,
78000,96504,21000,25735,,,118060,150023
21526,68663,,,,,,
87450,94889,,,,,,
174913,177300,,,,,,
166997,198738,,,,,,
285000,312717,,,,,,
4500,15580,70050,90783,90446,121459,,
4547,9640,24791,74173,,,,
31190,63895,65604,100791,,,,
70015,119678,,,,,,
17603,54806,11412,27979,,,,
25100,52767,,,,,,
43001,64547,,,,,,
14908,60196,,,,,,
90000,113030,,,,,,
39903,82250,109396,123288,,,,
227407,233916,236080,274005,,,,
20508,64112,17676,46411,,,,
148867,163397,,,,,,
78961,81843,35041,49525,,,,
30248,68734,,,,,,
148225,175098,,,,,,
64240,104936,,,,,,
79790,129264,144673,184990,,,,
46932,51507,80018,93917,,,,
108344,132741,89801,119571,,,,
290,26364,,,,,,
40042,41843,94332,97908,,,,
90328,98047,,,,,,
61903,74697,,,,,,
69049,71265,,,,,,
106419,112144,242238,253767,,,,
27009,43901,,,,,,
1936,38680,,,,,,
60396,98684,52033,101800,,,,
39693,44441,9292,55685,,,,
125932,150446,53821,55012,,,,
81186,88009,,,,,,
54097,93014,,,,,,
13,35971,,,,,,
15964,59234,38393,77244,,,,
23549,57263,14567,63202,,,,
22808,54179,,,,,,
82990,120928,,,,,,
4213,14644,25115,27380,52749,60109,,
239,1640,,,,,,
18983,38941,,,,,,
930,20560,,,,,,
112000,138555,,,,,,
72435,88439,59688,87651,,,,
54199,97392,,,,,,
69500,94773,,,,,,
51370,68748,,,,,,
211711,255255,77865,78806,,,,
21713,31844,35569,74357,,,,
132029,158033,,,,,,
170264,174187,,,,,,
18324,54046,,,,,,
3120,27217,,,,,,
33799,60863,,,,,,
162002,202254,142373,174488,,,,
26530,57845,,,,,,
7941,30521,,,,,,
9100,32678,120254,165030,,,,
9000,18378,,,,,,
70055,84884,,,,,,
39322,47779,,,,,,
101522,129090,,,,,,
82653,110101,12668,18633,,,,
65116,107795,,,,,,
11833,17322,,,,,,
19485,58663,,,,,,
99000,137084,,,,,,
725,23171,5823,17617,,,,
111441,138594,100749,112062,,,,
46246,80574,100325,137884,,,,
64,34893,100000,116067,,,,
40001,76041,,,,,,
66229,109986,57788,107653,,,,
76400,110661,,,,,,
0,24452,,,,,,
105488,141476,,,,,,
265550,283931,,,,,,
66519,108002,121299,137649,,,,
36326,65631,2887,47055,,,,
25238,39078,443,3519,356,33982,,
118622,129021,,,,,,
37293,84808,,,,,,
120792,161802,,,,,,
50,47949,,,,,,
30942,35060,88504,127999,,,,
42309,80062,,,,,,
56374,91088,99241,104802,,,,
82899,105202,,,,,,
58818,72377,,,,,,
65540,93683,,,,,,
151678,169725,,,,,,
23015,34411,71000,99660,,,,
17315,50195,43206,90723,11327,15558,,
118193,130359,,,,,,
114838,164046,,,,,,
67116,77650,86644,107529,,,,
67385,76666,,,,,,
36914,69023,,,,,,
70000,72828,53000,89933,,,,
95051,130500,38901,83935,,,,
40652,74970,,,,,,
556,5022,,,,,,
35940,65822,,,,,,
35532,63924,32872,69905,,,,
8907,21323,104849,140482,35094,59921,91640,128846
160582,202620,,,,,,
85395,93851,57652,89571,,,,
117437,155872,,,,,,
99030,109095,4348,44910,29332,52064,,
64204,72892,,,,,,
73200,82720,,,,,,
75230,110850,,,,,,
32090,69183,,,,,,
0,49253,,,,,,
23100,37625,124600,155204,,,,
66746,68524,152807,165274,,,,
37990,53653,,,,,,
39416,81347,,,,,,
23496,34634,37000,51111,,,,
33384,80028,22478,54717,10135,54476,,
31596,63052,177170,214609,,,,
266485,308504,98000,131773,,,110000,117552
82920,104021,,,,,,
93244,135322,,,,,,
120937,134429,,,,,,
178765,220548,,,,,,
113290,151586,178003,193024,,,,
348285,351657,,,,,,
133668,173470,,,,,,
73296,80070,,,,,,
35104,74209,,,,,,
122674,129954,,,,,,
74876,81884,22,22238,,,,
29504,73854,,,,,,
92202,132805,,,,,,
26900,63846,,,,,,
9100,19448,,,,,,
44252,68270,,,,,,
36222,62440,173875,183487,,,,
28424,31583,,,,,,
80000,102656,,,,,,
121046,127988,,,19526,36340,,
65310,67922,,,,,,
112000,129597,,,,,,
102279,142202,,,,,,
0,19948,40000,42778,,,,
32497,38465,124536,155717,,,,
8487,45008,,,,,,
26569,48168,159783,207814,,,,
9499,18199,,,,,,
35549,81666,,,,,,
43702,62028,68470,112612,,,,
78293,96278,,,,,,
16523,46283,41923,72328,,,,
33922,82527,,,,,,
879,8647,16136,60898,75908,79358,,
39432,68783,,,,,,
48989,71788,,,,,,
73061,112755,43746,72315,,,,
7493,28022,,,25300,57358,,
119000,135992,44400,91386,,,,
146359,180235,,,,,,
1581,5086,51117,83628,,,,
126713,152758,106524,149942,,,,
128822,152150,,,,,,
86833,115805,,,,,,
94771,109704,80916,119502,,,,
37638,64952,,,921,35149,,
84958,92767,,,,,,
140807,150886,69100,94104,14081,36951,,
99221,99840,148328,149435,,,,
142523,151780,104321,117769,,,,
